Sector_score,PARA_A,PARA_B,TOTAL,numbers,Money_Value,District,Loss,History,Risk
2.37,0.56,0.7,1.26,5,0,6,0,0,1
2.37,0.56,0.08,0.64,5,0.05,6,0,0,1
2.34,3.95,0,0,5.5,83.96,6,0,1,1
2.34,0,0,0,5,0,2,0,0,0
2.34,0,0,0,5,0,2,0,0,0
2.34,0,0,0,5,0,2,0,0,0
2.34,0,0,0,5,0,2,0,0,0
15.56,20.65,0,0,6,397.31,6,0,1,1
15.56,3.73,2.82,6.55,6,160.41,6,0,0,1
15.56,0,0,0,5,23.97,6,0,0,1
17.68,2.52,20.28,22.8,5,70.56,6,0,0,1
21.61,3.14,5.68,8.82,5.5,11.33,4,0,0,1
21.61,0.88,1.07,1.95,5,0.76,2,0,0,1
21.61,0.8,0.82,1.62,5,1.32,2,0,0,0
21.61,0.7,0.72,1.42,5,0,2,0,0,0
21.61,0,0.39,0.39,5,0.24,2,0,0,0
21.61,0.33,0,0.33,5,0,2,0,0,0
21.61,0.28,0.16,0.44,5,0,2,0,0,0
21.61,0.19,0.27,0.46,5,0.65,2,0,0,0
21.61,0.53,0.62,1.15,5,0.01,2,0,0,0
21.61,0.46,0.88,1.34,5,0.58,2,0,0,0
21.61,0.31,0.28,0.59,5,0,2,0,0,0
21.61,85,1.06,86.06,5,0,6,0,0,1
21.61,0.75,0.9,1.65,5,1.4,2,0,0,0
21.61,0.85,0.93,1.78,5,0,2,0,0,0
21.61,0.34,0.36,0.7,5,0.03,2,0,0,0
21.61,0.66,0.81,1.47,5,0.03,2,0,0,0
21.61,0.59,0.69,1.28,5,0,2,0,0,0
21.61,0.61,0.63,1.24,5,0,2,0,0,0
21.61,0.72,0.8,1.52,5,0.02,2,0,0,0
21.61,0.37,0.1,0.47,5,0,2,0,0,0
21.61,0.62,0.71,1.33,5,0.08,2,0,0,0
21.61,0.98,1.14,2.12,5,0,2,0,0,1
21.61,0.32,0,0.32,5,0,2,0,0,0
21.61,0.56,0.63,1.19,5,0.09,2,0,0,0
21.61,0.54,0.56,1.1,5,0.8,2,0,0,0
21.61,0.63,0.69,1.32,5,0.32,2,0,0,0
21.61,0.37,0.46,0.83,5,0,2,0,0,0
21.61,0,0,0,5,0,2,0,0,0
21.61,0.29,0.33,0.62,5,0,2,0,0,0
21.61,0.67,0.76,1.43,5,0,2,0,0,0
21.61,0.43,0,0.43,5,0,2,0,0,0
21.61,0.67,0.75,1.42,5,0.39,2,0,0,0
21.61,0.84,1.09,1.93,5,0,2,0,0,1
21.61,0.52,0.68,1.2,5,0,2,0,0,0
21.61,0.38,0.48,0.86,5,0.33,2,0,0,0
21.61,0.19,0.23,0.42,5,0,2,0,0,0
21.61,0.27,0.35,0.62,5,0,2,0,0,0
21.61,0.34,0.27,0.61,5,0,2,0,0,0
21.61,0.02,0.66,0.68,5,0,2,0,0,0
21.61,0,0,0,5,0.03,2,0,0,0
21.61,0,0,0,5,0,2,0,0,0
59.85,1.94,6.69,8.63,5.5,13.3,6,0,1,1
59.85,0,0,0,5,0.29,2,0,0,0
59.85,0,0,0,5,3.3,2,0,0,0
59.85,0.27,0,0.27,5,16.09,2,0,0,1
59.85,0,0,0,5,1.44,2,0,0,0
59.85,0.03,0,0.03,5,1.66,2,0,0,0
59.85,0,0,0,5,0.19,2,0,0,0
59.85,0,0,0,5,0.7,2,0,0,0
59.85,0.05,0,0.05,5,0.63,2,0,0,0
59.85,0,0,0,5,0.93,2,0,0,0
59.85,0.03,0,0.03,5,1.22,2,0,0,0
59.85,0,0,0,5,1.2,2,1,0,1
59.85,0.01,0.11,0.12,5,1.03,2,0,0,0
59.85,0,0,0,5,2.86,2,0,0,0
59.85,0.03,0,0.03,5,1.55,2,0,0,0
59.85,0,0,0,5,2.39,2,0,0,0
59.85,0.07,0,0.07,5,10.4,2,0,0,1
59.85,0,0,0,5,1.3,4,0,0,1
59.85,0.31,0,0.31,5,0,2,0,0,0
59.85,0.15,0,0.15,5,0.05,2,0,0,0
59.85,0,0,0,5,0,2,0,0,0
59.85,0.01,0,0.01,5,0.6,2,0,0,0
59.85,0.15,0,0.15,5,0,2,0,0,0
59.85,0.2,0.28,0.48,5,0,2,0,0,0
59.85,0.06,0,0.06,5,0,2,0,0,0
59.85,0.3,0,0.3,5,0,2,0,0,0
59.85,0,0,0,5,0,2,0,0,0
59.85,0,0,0,5,0,2,0,0,0
59.85,0.29,0,0.29,5,0.04,2,0,0,0
59.85,0.48,0,0.48,5,0,2,0,0,0
59.85,0.39,0.39,0.78,5,0.17,4,0,0,1
59.85,0.21,0,0.21,5,0.33,4,0,0,1
59.85,0,0,0,5,0,2,0,0,0
59.85,0.42,0,0.42,5,0,4,0,0,1
59.85,0.04,0,0.04,5,0.22,2,0,0,0
59.85,0,0.22,0.22,5,0,2,0,0,0
59.85,0,0,0,5,0,2,0,0,0
55.57,0.29,0.39,0.68,5.5,0.05,2,0,0,1
55.57,0,1.96,1.96,5,0.4,2,0,0,1
55.57,2.24,7.26,9.5,5,0.24,2,0,0,1
55.57,0.62,0.42,1.04,5,0,2,0,0,0
55.57,1.7,5.91,7.61,5,3.68,4,0,0,1
55.57,0.95,0.72,1.67,5,0,4,0,0,1
55.57,0,0,0,5.5,85.05,6,0,0,1
55.57,2.59,111.9,114.49,5,8.47,6,0,0,1
55.57,6.48,43.08,49.56,5,253.12,6,0,2,1
55.57,1.2,0.54,1.74,5,0.45,2,0,0,1
55.57,0.26,0.21,0.47,5,0.05,2,0,0,0
55.57,0.7,0.19,0.89,5,0,2,0,0,0
55.57,1.59,0.13,1.72,5,0.11,2,0,0,1
55.57,0,0,0,5,0.02,2,0,0,0
55.57,3.14,4.97,8.11,5,6.41,2,0,1,1
55.57,0.68,1.47,2.15,5,0,2,0,0,1
55.57,0.67,1.71,2.38,5,0,2,0,0,1
55.57,2.54,5.52,8.06,5,0.49,2,0,0,1
55.57,1.84,4.25,6.09,5,0.82,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,3.1,4.66,7.76,5,0.59,2,0,0,1
55.57,0.79,0.46,1.25,5,0.28,2,0,0,0
55.57,0.38,0.09,0.47,5,0,2,0,0,0
55.57,2.41,4.69,7.1,5,0.25,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,1.26,1.58,2.84,5,6.5,2,0,0,1
55.57,0.6,0.46,1.06,5,0,2,0,0,0
55.57,1.24,2.27,3.51,5,0,6,0,0,1
55.57,0,0,0,5,0,6,0,0,1
55.57,0.0006,1.11,1.1106,5,0,6,0,0,1
55.57,1.49,2.34,3.83,5,0.25,2,0,0,1
55.57,1.27,2,3.27,5,0.18,2,0,0,1
55.57,2.42,3.53,5.95,5,6.31,2,0,0,1
55.57,0.69,0.81,1.5,5,0,2,0,0,0
55.57,1.85,4.16,6.01,5,0.51,2,0,0,1
55.57,1.85,4.16,6.01,5,1.65,2,0,0,1
55.57,2.45,5.47,7.92,5,5.61,2,0,0,1
55.57,0.54,0.67,1.21,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,1.45,5.79,7.24,5,0.69,2,0,0,1
55.57,0.84,0,0.84,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.11,0,0.11,5,0,2,0,0,0
55.57,0.49,0,0.49,5,0,2,0,0,0
55.57,0.41,0,0.41,5,0,2,0,0,0
55.57,0.56,0,0.56,5,0,2,0,0,0
55.57,0.87,0,0.87,5,0.1,2,0,0,0
55.57,0.5,0,0.5,5,0,2,0,0,0
55.57,0,0,0,5,0.02,2,0,0,0
55.57,0.38,0.49,0.87,5,0,2,0,0,0
55.57,0,0.03,0.03,5,0,2,0,0,0
55.57,0.17,0,0.17,5,0,2,0,0,0
55.57,0.84,0,0.84,5,0,4,0,0,1
55.57,0.49,4.78,5.27,5,0,2,0,0,1
55.57,0.67,0.41,1.08,5,0.99,4,0,0,1
55.57,0.45,8.27,8.72,5,9.43,4,0,0,1
55.57,0,0,0,5,0,4,0,0,1
55.57,0.68,0,0.68,5,0,4,0,0,1
55.57,0.99,0,0.99,5,0,4,0,0,1
55.57,0.29,0,0.29,5,0,4,0,0,1
55.57,1.67,0,1.67,5,0.06,4,0,0,1
55.57,1.05,2.17,3.22,5,0,4,0,0,1
55.57,0.74,0,0.74,5,0,6,0,0,1
55.57,0,0,0,5,0,6,0,0,1
55.57,0.51,1.36,1.87,5,0,2,0,0,1
55.57,0.74,0,0.74,5,0.15,2,0,0,0
55.57,0.23,0,0.23,5,,2,0,0,0
55.57,0,1.3,1.3,5,0,2,0,0,1
55.57,0.49,0,0.49,5,0,2,0,0,0
55.57,0.73,0,0.73,5,0,2,0,0,0
55.57,0.28,0.25,0.53,5,0,2,0,0,0
55.57,0.32,0,0.32,5,0,2,1,0,1
55.57,0.21,0,0.21,5,0,2,0,0,0
55.57,1.63,0,1.63,5,0,2,0,0,1
55.57,0.8,0,0.8,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.83,0,0.83,5,0,2,0,0,0
55.57,0.57,1.26,1.83,5,0.1,2,0,0,1
55.57,0.71,0,0.71,5,0,2,0,0,0
55.57,0.15,0,0.15,5,0,2,0,0,0
55.57,1.26,0,1.26,5,0,2,0,0,1
55.57,0,0,0,5,0.01,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.09,0,0.09,5,0,2,0,0,0
55.57,0.51,0.03,0.54,5,0,2,0,0,0
55.57,0.49,0,0.49,5,0.02,2,0,0,0
55.57,1.1,0,1.1,5,0,2,0,0,1
55.57,1.14,0,1.14,5,0,4,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,2.3,0,2.3,5,0,2,0,0,1
55.57,1.6,0.49,2.09,5,88.34,2,0,0,1
55.57,1.49,0,1.49,5,0,2,0,0,1
55.57,0.24,0,0.24,5,0,2,0,0,0
55.57,0.42,0,0.42,5,0,2,0,0,0
55.57,1.07,0.16,1.23,5,0,2,0,0,1
55.57,1.39,0,1.39,5,0,2,0,0,1
55.57,0.07,0,0.07,5,0,2,0,0,0
55.57,0.49,0.4,0.89,5,0,2,0,0,0
55.57,0.88,0.54,1.42,5,0.11,2,0,0,0
55.57,0,1.74,1.74,5,0,2,0,0,1
55.57,1.28,0,1.28,5,0.22,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.21,0,0.21,5,0,2,0,0,0
55.57,0.92,0,0.92,5,0,2,0,0,0
55.57,0.17,0,0.17,5,0,2,0,0,0
55.57,0.26,0.0021,0.2621,5,0,2,0,0,0
55.57,0.78,0,0.78,5,0,2,0,0,0
55.57,0.98,0,0.98,5,0,2,0,0,0
55.57,0.27,0.0017,0.2717,5,0,2,0,0,0
55.57,0.41,0.11,0.52,5,0,2,0,0,0
55.57,0.74,0,0.74,5,0.71,2,0,0,0
55.57,0.82,2.92,3.74,5,0,2,0,0,1
55.57,0,11.68,11.68,5,0,2,0,0,1
55.57,0.61,0,0.61,5,0,2,0,0,0
55.57,0.62,0.47,1.09,5,0.58,2,0,0,0
55.57,0,0,0,5,3.57,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,1.08,0,1.08,5,0,2,0,0,1
55.57,0.7,0,0.7,5,0,2,0,0,0
55.57,1.36,0,1.36,5,0,2,0,0,1
55.57,0,5.24,5.24,5,0,2,0,0,1
55.57,0.32,0.17,0.49,5,0,2,0,0,0
55.57,0.33,0.0013,0.3313,5,0,2,0,0,0
55.57,1.08,0.92,2,5,0.04,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0.6,0,0.6,5,0,2,0,0,0
55.57,0.76,0,0.76,5,0,2,0,0,0
55.57,0,2.99,2.99,5,0.06,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0.49,0.28,0.77,5,0.07,2,0,0,0
55.57,0,0.81,0.81,5,0,2,0,0,0
55.57,0.41,0,0.41,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.82,0,0.82,5,0,2,0,0,0
55.57,0.32,0.0009,0.3209,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0,6,0,0,1
55.57,1.06,0.63,1.69,5,0.9,6,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0,0,0,5,0.13,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.51,1.63,2.14,5,1.8,2,0,0,1
55.57,1.06,0,1.06,5,0,2,0,0,1
55.57,0.71,0.25,0.96,5,0,2,0,0,0
55.57,0,8.49,8.49,5,0.43,2,0,0,1
55.57,1.6,0,1.6,5,0,2,0,0,1
55.57,0.3,0.0023,0.3023,5,0,2,0,0,0
55.57,0.47,0.46,0.93,5,0.42,2,0,0,0
55.57,0,0,0,5,0.02,2,0,0,0
55.57,1.19,0,1.19,5,0,2,0,0,1
55.57,0,1.29,1.29,5,0,2,0,0,1
55.57,0.7,0.79,1.49,5.5,1.91,2,0,0,1
55.57,0.83,0,0.83,5,0.14,2,0,0,0
55.57,0.74,0,0.74,5,2.4,2,0,0,0
55.57,0.2,0,0.2,5,0,2,0,0,0
55.57,1.4,0.06,1.46,5,0,2,0,0,1
55.57,0.4,0.0025,0.4025,5,0,2,0,0,0
55.57,0.85,1,1.85,5,0.4,2,0,0,1
55.57,0,0.88,0.88,5,0.07,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,1.12,0,1.12,5,0,2,0,0,1
55.57,1.28,0,1.28,5,0,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0,1.16,1.16,5,0,2,0,0,1
55.57,0.1,0,0.1,5,0,2,0,0,0
55.57,1.06,1.6,2.66,5,16.09,2,0,0,1
55.57,0.25,0.0017,0.2517,5,0,2,0,0,0
55.57,0.31,0.0015,0.3115,5,0,2,0,0,0
55.57,0,0,0,5,0,2,0,0,0
55.57,0.84,0,0.84,5,0,2,0,0,0
55.57,1.09,0,1.09,5,0,2,0,0,1
55.57,1.29,0,1.29,5,0,2,0,0,1
55.57,0.51,0.37,0.88,5,0,2,0,0,0
55.57,0.09,0,0.09,5,0,2,0,0,0
55.57,0.39,0.91,1.3,5,0,2,0,0,0
55.57,1.07,0,1.07,5,0,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0.5,2.97,3.47,5,0.18,2,0,0,1
55.57,0.49,0.55,1.04,5,0,2,0,0,0
55.57,0.84,0.65,1.49,5,0,2,0,0,0
55.57,0.9,1.11,2.01,5,0,2,0,0,1
55.57,0,0,0,5,0,2,0,0,0
55.57,0.59,0,0.59,5,0,2,0,0,0
55.57,0.02,0,0.02,5,0,2,0,0,0
55.57,1.48,4.48,5.96,5,0,2,0,0,1
55.57,0,3.3,3.3,5,0,2,0,0,1
55.57,0.8,0.57,1.37,5,0,2,0,0,0
55.57,0.36,0.54,0.9,5,0.21,2,0,0,0
55.57,0.44,0.53,0.97,5,0,2,0,0,0
55.57,0.51,0.5,1.01,5,0.09,2,0,0,0
55.57,0.75,0.45,1.2,5,0,2,0,0,0
55.57,0.49,0.4,0.89,5,0,2,0,0,0
55.57,0.47,0.37,0.84,5,0,2,0,0,0
55.57,0.24,0.04,0.28,5,0,2,0,0,0
55.57,0.2,0,0.2,5,0,2,0,0,0
55.57,0,0,0,5,0.32,2,0,0,0
